customerid;DOB;gender;address;job
0001166588;09/05/1991;Nam;Lê Khu/Quận 3/TP.HCM;worker
0001166589;25/11/1987;Nam;Jane Ngõ/Quận 7/TP.HCM;worker
0001166597;20/12/1996;Nam;Lê Đường/Quận Gò Vấp/TP.HCM;worker
0001166599;09/05/2000;Nam;Trần Số/Quận 3/TP.HCM;worker
0001166606;29/11/1997;Nữ;Hoàng Dãy/Quận 3/TP.HCM;worker
0001166610;28/02/1992;Nam;Mai Ngõ/Quận 1/TP.HCM;worker
0001166627;15/08/2003;Nữ;Đặng Dãy/Quận Gò Vấp/TP.HCM;student
0001166632;22/08/1995;Nam;Phạm Dãy/Quận 1/TP.HCM;worker
0001166639;27/07/1999;Nữ;John Khu/Quận Bình Thạnh/TP.HCM;worker
0001166646;22/11/1992;Nữ;Dương Đường/Quận Gò Vấp/TP.HCM;worker
0001166652;24/06/1992;Nam;Bùi Làng/Quận 3/TP.HCM;worker
0001166656;03/08/1994;Nữ;Mai Hẻm/Quận 1/TP.HCM;worker
0001166664;06/03/1988;Nam;Đặng Làng/Quận 7/TP.HCM;worker
0001166682;23/11/1995;Nữ;Bùi Khu/Quận 1/TP.HCM;worker
0001166702;30/08/1997;Nữ;Đặng Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001166719;23/06/1999;Nam;John Số/Quận 3/TP.HCM;worker
0001166748;12/01/1997;Nữ;Trần Đường/Quận 3/TP.HCM;worker
0001166757;27/10/1993;Nam;Đặng Làng/Quận 1/TP.HCM;worker
0001166764;12/09/1998;Nữ;John Số/Quận 1/TP.HCM;worker
0001166777;10/06/1999;Nam;Đặng Làng/Quận 7/TP.HCM;worker
0001166789;12/02/1996;Nữ;Đặng Làng/Quận Bình Thạnh/TP.HCM;worker
0001166793;23/08/1999;Nữ;Jane Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001166804;12/08/1999;Nam;John Ngõ/Quận 1/TP.HCM;worker
0001166823;13/05/2002;Nữ;John Khu/Quận 3/TP.HCM;student
0001166842;30/12/2001;Nam;Jane Dãy/Quận Gò Vấp/TP.HCM;student
0001166844;20/07/2005;Nữ;Jane Hẻm/Quận 1/TP.HCM;student
0001166854;24/02/1999;Nam;Jane Tổ/Quận 3/TP.HCM;worker
0001166855;22/09/2003;Nữ;Nguyễn Khu/Quận 3/TP.HCM;student
0001166859;18/01/1989;Nữ;John Hẻm/Quận 7/TP.HCM;worker
0001166860;14/07/1996;Nam;Trần Ngõ/Quận 3/TP.HCM;worker
0001166870;08/01/2005;Nữ;John Làng/Quận 3/TP.HCM;student
0001166880;19/05/1994;Nam;John Tổ/Quận Bình Thạnh/TP.HCM;worker
0001166899;05/06/1996;Nữ;John Đường/Quận 3/TP.HCM;worker
0001166904;22/07/2000;Nam;John Số/Quận Bình Thạnh/TP.HCM;worker
0001166931;24/08/2002;Nam;Đặng Tổ/Quận 3/TP.HCM;student
0001166932;05/08/1997;Nữ;Đặng Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001166934;20/08/2001;Nữ;John Ngõ/Quận 3/TP.HCM;student
0001166946;09/05/1993;Nam;Lê Dãy/Quận 3/TP.HCM;worker
0001166953;10/07/1991;Nam;Hoàng Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001166987;20/07/1980;Nữ;Jane Làng/Quận 1/TP.HCM;worker
0001167001;14/08/1999;Nữ;Phạm Dãy/Quận 7/TP.HCM;worker
0001167004;09/12/1997;Nữ;Jane Hẻm/Quận 7/TP.HCM;worker
0001167042;11/09/1990;Nam;Vũ Khu/Quận Gò Vấp/TP.HCM;worker
0001167052;10/06/1999;Nam;Jane Dãy/Quận Bình Thạnh/TP.HCM;worker
0001167060;01/03/1999;Nữ;Mai Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001167061;29/03/1979;Nữ;Jane Khu/Quận Gò Vấp/TP.HCM;worker
0001167063;30/07/1992;Nam;Jane Đường/Quận Gò Vấp/TP.HCM;worker
0001167071;29/03/1998;Nữ;Hoàng Khu/Quận 7/TP.HCM;worker
0001167076;04/11/2001;Nữ;John Hẻm/Quận 1/TP.HCM;student
0001167079;06/02/1999;Nữ;John Ngõ/Quận 1/TP.HCM;worker
0001167084;24/03/1997;Nam;Jane Đường/Quận Gò Vấp/TP.HCM;worker
0001167087;19/06/2002;Nữ;John Số/Quận Gò Vấp/TP.HCM;student
0001167089;31/10/2002;Nữ;Phạm Làng/Quận 3/TP.HCM;student
0001167090;16/07/2001;Nữ;Vũ Khu/Quận 3/TP.HCM;student
0001167105;02/12/1997;Nữ;Mai Số/Quận 7/TP.HCM;worker
0001167109;18/09/1991;Nam;Trần Hẻm/Quận 7/TP.HCM;worker
0001167111;07/01/1998;Nữ;Jane Tổ/Quận Bình Thạnh/TP.HCM;worker
0001167113;05/01/1994;Nữ;Jane Tổ/Quận Gò Vấp/TP.HCM;worker
0001167137;15/10/1996;Nữ;Jane Ngõ/Quận 3/TP.HCM;worker
0001167143;17/12/1998;Nam;John Tổ/Quận 1/TP.HCM;worker
0001167151;08/08/1998;Nữ;John Số/Quận 7/TP.HCM;worker
0001167153;22/06/1990;Nam;Mai Khu/Quận 1/TP.HCM;worker
0001167163;28/12/1994;Nữ;Jane Khu/Quận 3/TP.HCM;worker
0001167166;24/03/2002;Nam;Bùi Ngõ/Quận 3/TP.HCM;student
0001167169;13/11/1982;Nam;Hoàng Làng/Quận 7/TP.HCM;worker
0001167170;22/06/1995;Nam;John Số/Quận 3/TP.HCM;worker
0001167173;30/08/1993;Nam;Jane Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001167176;12/07/2000;Nam;Nguyễn Khu/Quận 1/TP.HCM;worker
0001167181;09/01/2002;Nữ;John Hẻm/Quận Gò Vấp/TP.HCM;student
0001167183;10/05/1999;Nam;John Đường/Quận 3/TP.HCM;worker
0001167187;18/06/1999;Nam;Jane Làng/Quận 1/TP.HCM;worker
0001167202;12/09/1993;Nam;John Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001167211;19/10/2001;Nữ;John Làng/Quận 3/TP.HCM;student
0001167213;10/05/2000;Nam;Dương Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001167242;15/03/2001;Nữ;Jane Đường/Quận 1/TP.HCM;student
0001167246;11/11/2003;Nữ;Jane Hẻm/Quận Bình Thạnh/TP.HCM;student
0001167271;22/10/1991;Nam;Nguyễn Đường/Quận 1/TP.HCM;worker
0001167292;12/10/1996;Nữ;John Số/Quận Bình Thạnh/TP.HCM;worker
0001167314;01/12/1999;Nam;Mai Đường/Quận 7/TP.HCM;worker
0001167354;05/06/1999;Nữ;Mai Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001167355;10/01/2000;Nam;Đặng Làng/Quận Bình Thạnh/TP.HCM;worker
0001167367;14/01/1996;Nữ;John Làng/Quận Gò Vấp/TP.HCM;worker
0001167369;16/09/1997;Nam;Jane Tổ/Quận 3/TP.HCM;worker
0001167370;07/02/1997;Nam;John Đường/Quận 3/TP.HCM;worker
0001167372;23/11/1997;Nam;Jane Ngõ/Quận Gò Vấp/TP.HCM;worker
0001167385;30/04/1998;Nam;Phạm Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001167389;06/03/1999;Nam;Jane Dãy/Quận 3/TP.HCM;worker
0001167395;18/09/1998;Nữ;John Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001167405;19/11/1991;Nam;Hoàng Làng/Quận 3/TP.HCM;worker
0001167409;07/12/1989;Nam;John Khu/Quận Bình Thạnh/TP.HCM;worker
0001167412;13/04/1999;Nữ;Đặng Làng/Quận Gò Vấp/TP.HCM;worker
0001167417;01/03/1999;Nam;Phạm Đường/Quận Bình Thạnh/TP.HCM;worker
0001167422;11/05/1999;Nữ;Phạm Số/Quận 3/TP.HCM;worker
0001167429;18/07/1989;Nam;Jane Số/Quận 7/TP.HCM;worker
0001167430;25/12/1997;Nữ;John Làng/Quận 3/TP.HCM;worker
0001167435;07/11/1987;Nam;Hoàng Số/Quận 7/TP.HCM;worker
0001167442;28/07/1997;Nam;Đặng Dãy/Quận Gò Vấp/TP.HCM;worker
0001167450;10/08/1999;Nam;Nguyễn Đường/Quận Gò Vấp/TP.HCM;worker
0001167452;22/10/1999;Nam;Jane Số/Quận 3/TP.HCM;worker
0001167458;20/07/2000;Nữ;John Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001167459;12/08/1996;Nữ;John Làng/Quận Gò Vấp/TP.HCM;worker
0001167460;11/04/1997;Nam;Hoàng Dãy/Quận 7/TP.HCM;worker
0001167469;06/11/1995;Nam;Jane Số/Quận Bình Thạnh/TP.HCM;worker
0001167471;05/02/1990;Nam;Hoàng Làng/Quận Gò Vấp/TP.HCM;worker
0001167478;03/01/1990;Nữ;Jane Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001167483;08/09/2000;Nữ;Dương Số/Quận 7/TP.HCM;worker
0001167488;19/05/1994;Nữ;Jane Số/Quận 7/TP.HCM;worker
0001167495;11/02/1994;Nam;Hoàng Tổ/Quận 3/TP.HCM;worker
0001167498;10/05/1998;Nữ;Phạm Khu/Quận Bình Thạnh/TP.HCM;worker
0001167508;07/11/1999;Nữ;Jane Đường/Quận Gò Vấp/TP.HCM;worker
0001167509;15/02/2000;Nữ;John Khu/Quận 3/TP.HCM;worker
0001167530;10/11/1995;Nữ;Jane Hẻm/Quận 7/TP.HCM;worker
0001167531;25/07/1998;Nữ;Đặng Dãy/Quận 1/TP.HCM;worker
0001167538;21/12/2001;Nữ;Jane Số/Quận 3/TP.HCM;student
0001167562;07/07/1991;Nam;Trần Ngõ/Quận 1/TP.HCM;worker
0001167579;07/04/1994;Nam;Đặng Đường/Quận 3/TP.HCM;worker
0001167589;30/06/2003;Nữ;Bùi Tổ/Quận 3/TP.HCM;student
0001167593;01/11/1995;Nữ;John Hẻm/Quận Gò Vấp/TP.HCM;worker
0001167594;25/07/1982;Nữ;John Khu/Quận 7/TP.HCM;worker
0001167598;30/05/1990;Nữ;Jane Dãy/Quận Gò Vấp/TP.HCM;worker
0001167599;14/06/2002;Nam;Jane Làng/Quận 1/TP.HCM;student
0001167643;29/06/1995;Nam;Jane Tổ/Quận 1/TP.HCM;worker
0001167658;16/05/1998;Nữ;Jane Tổ/Quận Bình Thạnh/TP.HCM;worker
0001167689;15/03/2001;Nữ;Lê Dãy/Quận 1/TP.HCM;student
0001167690;27/11/1997;Nam;Phạm Làng/Quận 1/TP.HCM;worker
0001167692;04/08/2000;Nữ;Phạm Đường/Quận Gò Vấp/TP.HCM;worker
0001167701;14/08/1992;Nam;Dương Hẻm/Quận 1/TP.HCM;worker
0001167715;02/10/1999;Nữ;Jane Đường/Quận 7/TP.HCM;worker
0001167727;09/09/2000;Nam;Mai Khu/Quận 7/TP.HCM;worker
0001167730;18/06/1986;Nữ;Jane Làng/Quận 7/TP.HCM;worker
0001167738;22/10/1992;Nam;Hoàng Dãy/Quận 3/TP.HCM;worker
0001167743;20/12/1998;Nam;Jane Ngõ/Quận 7/TP.HCM;worker
0001167761;08/06/1998;Nam;Dương Ngõ/Quận 7/TP.HCM;worker
0001167777;13/05/2000;Nam;John Làng/Quận Bình Thạnh/TP.HCM;worker
0001167781;22/06/1997;Nữ;John Hẻm/Quận 3/TP.HCM;worker
0001167782;28/07/1998;Nam;Jane Hẻm/Quận 1/TP.HCM;worker
0001167796;20/08/1996;Nam;Lê Làng/Quận Gò Vấp/TP.HCM;worker
0001167803;02/08/1997;Nam;Nguyễn Khu/Quận 1/TP.HCM;worker
0001167809;30/11/1996;Nam;Nguyễn Khu/Quận Gò Vấp/TP.HCM;worker
0001167810;27/06/1999;Nam;John Hẻm/Quận Gò Vấp/TP.HCM;worker
0001167819;19/02/1999;Nữ;Trần Ngõ/Quận 1/TP.HCM;worker
0001167824;03/11/2001;Nam;John Làng/Quận Gò Vấp/TP.HCM;student
0001167847;08/04/1999;Nam;Đặng Số/Quận 3/TP.HCM;worker
0001167848;04/06/2000;Nam;Jane Dãy/Quận 7/TP.HCM;worker
0001167874;02/12/1998;Nữ;Vũ Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001167894;07/05/1993;Nữ;Trần Đường/Quận Bình Thạnh/TP.HCM;worker
0001167900;24/09/2002;Nữ;John Hẻm/Quận Gò Vấp/TP.HCM;student
0001167925;04/02/2002;Nữ;John Khu/Quận 7/TP.HCM;student
0001167939;15/09/2001;Nam;Đặng Làng/Quận 3/TP.HCM;student
0001167942;09/12/1998;Nữ;Lê Hẻm/Quận 1/TP.HCM;worker
0001167945;28/09/1999;Nam;John Làng/Quận 1/TP.HCM;worker
0001167946;07/09/1999;Nam;Phạm Đường/Quận Gò Vấp/TP.HCM;worker
0001167964;25/03/1996;Nữ;Jane Làng/Quận 3/TP.HCM;worker
0001167971;31/12/1998;Nữ;Jane Đường/Quận Gò Vấp/TP.HCM;worker
0001167973;10/01/2000;Nữ;Jane Đường/Quận 3/TP.HCM;worker
0001167981;09/11/2000;Nam;Nguyễn Hẻm/Quận Gò Vấp/TP.HCM;worker
0001168039;30/09/2001;Nữ;Hoàng Khu/Quận Bình Thạnh/TP.HCM;student
0001168042;23/12/2002;Nam;Jane Đường/Quận Bình Thạnh/TP.HCM;student
0001168043;07/02/1990;Nam;Jane Tổ/Quận Gò Vấp/TP.HCM;worker
0001168044;22/03/1996;Nữ;Mai Đường/Quận Gò Vấp/TP.HCM;worker
0001168045;30/04/1993;Nam;Mai Làng/Quận 1/TP.HCM;worker
0001168050;20/03/1997;Nam;Phạm Đường/Quận 7/TP.HCM;worker
0001168080;22/12/1989;Nam;Vũ Tổ/Quận Bình Thạnh/TP.HCM;worker
0001168088;13/04/1998;Nữ;Bùi Làng/Quận 1/TP.HCM;worker
0001168093;03/08/1991;Nam;Lê Làng/Quận Gò Vấp/TP.HCM;worker
0001168101;17/01/1999;Nam;Đặng Khu/Quận Gò Vấp/TP.HCM;worker
0001168108;22/01/1995;Nam;Vũ Làng/Quận 7/TP.HCM;worker
0001168109;18/07/2003;Nữ;Nguyễn Hẻm/Quận Bình Thạnh/TP.HCM;student
0001168126;04/01/1994;Nam;John Dãy/Quận 7/TP.HCM;worker
0001168144;12/09/1995;Nữ;Jane Ngõ/Quận 7/TP.HCM;worker
0001168146;04/04/1999;Nữ;Jane Đường/Quận 7/TP.HCM;worker
0001168162;24/05/2000;Nam;Jane Dãy/Quận Bình Thạnh/TP.HCM;worker
0001168170;29/09/1993;Nam;Vũ Đường/Quận Bình Thạnh/TP.HCM;worker
0001168189;06/09/1994;Nam;John Khu/Quận Gò Vấp/TP.HCM;worker
0001168196;12/09/1995;Nam;Jane Hẻm/Quận Gò Vấp/TP.HCM;worker
0001168210;25/02/1995;Nữ;John Ngõ/Quận Gò Vấp/TP.HCM;worker
0001168239;12/08/1992;Nam;Lê Khu/Quận 3/TP.HCM;worker
0001168246;09/09/2000;Nam;Trần Số/Quận Gò Vấp/TP.HCM;worker
0001168247;29/11/2001;Nữ;Phạm Hẻm/Quận 3/TP.HCM;student
0001168251;22/03/1999;Nữ;Phạm Dãy/Quận Gò Vấp/TP.HCM;worker
0001168259;23/08/2001;Nữ;Dương Tổ/Quận 7/TP.HCM;student
0001168269;27/10/1994;Nam;Jane Ngõ/Quận 1/TP.HCM;worker
0001168274;09/03/2000;Nữ;Jane Đường/Quận Bình Thạnh/TP.HCM;worker
0001168289;14/02/1999;Nữ;John Khu/Quận Gò Vấp/TP.HCM;worker
0001168306;04/04/1995;Nữ;Bùi Hẻm/Quận 7/TP.HCM;worker
0001168315;25/10/2001;Nam;John Số/Quận 7/TP.HCM;student
0001168335;21/11/1994;Nữ;Mai Ngõ/Quận 7/TP.HCM;worker
0001168337;15/01/1988;Nữ;Jane Số/Quận 7/TP.HCM;worker
0001168360;25/10/1998;Nam;Nguyễn Dãy/Quận 3/TP.HCM;worker
0001168368;22/01/1996;Nữ;Phạm Hẻm/Quận Gò Vấp/TP.HCM;worker
0001168407;25/12/1984;Nữ;John Số/Quận 3/TP.HCM;worker
0001168430;12/02/1998;Nữ;Dương Đường/Quận 7/TP.HCM;worker
0001168432;02/12/1983;Nam;John Tổ/Quận 7/TP.HCM;worker
0001168434;10/02/1995;Nam;Bùi Làng/Quận 3/TP.HCM;worker
0001168435;19/06/1990;Nam;Vũ Tổ/Quận 7/TP.HCM;worker
0001168439;01/09/1990;Nam;John Ngõ/Quận Gò Vấp/TP.HCM;worker
0001168462;06/09/1979;Nữ;Đặng Tổ/Quận 1/TP.HCM;worker
0001168470;03/10/2004;Nam;Jane Dãy/Quận Gò Vấp/TP.HCM;student
0001168474;03/11/1993;Nữ;Jane Ngõ/Quận 3/TP.HCM;worker
0001168477;05/01/1999;Nữ;John Khu/Quận 7/TP.HCM;worker
0001168479;22/10/2000;Nam;Jane Số/Quận 3/TP.HCM;worker
0001168494;24/12/1998;Nữ;Hoàng Khu/Quận 7/TP.HCM;worker
0001168510;21/01/1997;Nữ;Bùi Dãy/Quận Bình Thạnh/TP.HCM;worker
0001168513;26/11/1989;Nữ;Đặng Hẻm/Quận 7/TP.HCM;worker
0001168519;13/02/1999;Nữ;Jane Đường/Quận 7/TP.HCM;worker
0001168541;11/06/1995;Nam;John Làng/Quận 1/TP.HCM;worker
0001168542;18/12/1997;Nữ;Vũ Dãy/Quận 7/TP.HCM;worker
0001168556;01/11/1996;Nữ;Nguyễn Số/Quận 3/TP.HCM;worker
0001168562;24/01/1999;Nam;Vũ Dãy/Quận Bình Thạnh/TP.HCM;worker
0001168570;03/02/1992;Nam;John Số/Quận Gò Vấp/TP.HCM;worker
0001168574;28/06/1998;Nam;Mai Số/Quận 3/TP.HCM;worker
0001168582;12/01/1997;Nữ;John Hẻm/Quận Gò Vấp/TP.HCM;worker
0001168613;16/01/1995;Nữ;Nguyễn Hẻm/Quận 1/TP.HCM;worker
0001168628;28/09/1996;Nữ;Jane Làng/Quận 7/TP.HCM;worker
0001168632;07/07/1991;Nữ;Jane Khu/Quận 7/TP.HCM;worker
0001168644;12/12/1998;Nam;John Đường/Quận Bình Thạnh/TP.HCM;worker
0001168652;31/08/2000;Nam;John Hẻm/Quận 3/TP.HCM;worker
0001168664;19/02/1993;Nữ;John Tổ/Quận 3/TP.HCM;worker
0001168675;21/09/2003;Nam;Mai Ngõ/Quận 1/TP.HCM;student
0001168676;05/05/1994;Nữ;John Ngõ/Quận 3/TP.HCM;worker
0001168681;06/03/2000;Nữ;Vũ Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001168686;13/09/2003;Nữ;Đặng Khu/Quận 1/TP.HCM;student
0001168688;25/01/2005;Nam;Nguyễn Làng/Quận Bình Thạnh/TP.HCM;student
0001168707;10/09/2000;Nam;Trần Tổ/Quận 1/TP.HCM;worker
0001168724;26/09/1990;Nam;John Khu/Quận 3/TP.HCM;worker
0001168735;13/12/1996;Nam;Lê Tổ/Quận Gò Vấp/TP.HCM;worker
0001168747;08/03/1996;Nam;John Đường/Quận 7/TP.HCM;worker
0001168763;15/11/2000;Nữ;Hoàng Đường/Quận 1/TP.HCM;worker
0001168765;19/09/1998;Nam;Jane Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001168769;24/08/1993;Nữ;John Dãy/Quận 7/TP.HCM;worker
0001168788;11/05/1995;Nam;Hoàng Tổ/Quận 3/TP.HCM;worker
0001168790;15/11/1997;Nam;Jane Ngõ/Quận 7/TP.HCM;worker
0001168800;27/03/1996;Nam;John Ngõ/Quận 7/TP.HCM;worker
0001168837;19/03/2002;Nữ;Hoàng Tổ/Quận Gò Vấp/TP.HCM;student
0001168864;16/03/1994;Nữ;John Số/Quận Bình Thạnh/TP.HCM;worker
0001168878;05/11/2002;Nữ;John Tổ/Quận Bình Thạnh/TP.HCM;student
0001168885;12/04/2005;Nữ;Lê Số/Quận 1/TP.HCM;student
0001168898;18/07/2000;Nữ;Hoàng Hẻm/Quận 7/TP.HCM;worker
0001168946;25/06/1999;Nam;Hoàng Dãy/Quận 7/TP.HCM;worker
0001169022;13/11/1997;Nữ;Jane Làng/Quận 7/TP.HCM;worker
0001169023;10/07/2002;Nữ;Jane Dãy/Quận 3/TP.HCM;student
0001169024;07/11/1992;Nam;Lê Số/Quận 3/TP.HCM;worker
0001169031;27/07/1995;Nữ;John Làng/Quận 1/TP.HCM;worker
0001169036;07/02/1994;Nam;Nguyễn Khu/Quận Gò Vấp/TP.HCM;worker
0001169058;11/02/2004;Nữ;Đặng Khu/Quận Bình Thạnh/TP.HCM;student
0001169060;12/06/2000;Nữ;Trần Làng/Quận Bình Thạnh/TP.HCM;worker
0001169082;09/02/2000;Nam;Trần Hẻm/Quận 7/TP.HCM;worker
0001169094;26/01/2005;Nữ;John Khu/Quận 1/TP.HCM;student
0001169135;25/09/2005;Nữ;Phạm Khu/Quận 1/TP.HCM;student
0001169141;26/10/1991;Nam;John Tổ/Quận 7/TP.HCM;worker
0001169173;09/04/2006;Nam;John Số/Quận 1/TP.HCM;student
0001169210;30/03/1991;Nữ;Mai Làng/Quận Bình Thạnh/TP.HCM;worker
0001169217;18/07/1997;Nữ;Dương Dãy/Quận Bình Thạnh/TP.HCM;worker
0001169235;29/03/1995;Nữ;John Hẻm/Quận Gò Vấp/TP.HCM;worker
0001169245;10/10/1998;Nữ;Jane Hẻm/Quận 3/TP.HCM;worker
0001169246;20/06/1998;Nam;Hoàng Làng/Quận 3/TP.HCM;worker
0001169248;06/01/1994;Nữ;Nguyễn Dãy/Quận Bình Thạnh/TP.HCM;worker
0001169261;28/10/1997;Nữ;Trần Làng/Quận 3/TP.HCM;worker
0001169263;09/05/1996;Nữ;Jane Khu/Quận 3/TP.HCM;worker
0001169265;05/08/1988;Nam;Jane Ngõ/Quận Gò Vấp/TP.HCM;worker
0001169272;13/04/1995;Nam;Jane Tổ/Quận 1/TP.HCM;worker
0001169291;23/08/1990;Nam;Dương Khu/Quận 1/TP.HCM;worker
0001169305;28/03/1998;Nam;John Dãy/Quận 3/TP.HCM;worker
0001169329;11/10/1995;Nữ;Hoàng Tổ/Quận 3/TP.HCM;worker
0001169349;14/04/1994;Nữ;Mai Khu/Quận 1/TP.HCM;worker
0001169356;24/04/2000;Nam;John Ngõ/Quận 1/TP.HCM;worker
0001169357;07/01/2001;Nam;John Khu/Quận Gò Vấp/TP.HCM;student
0001169370;16/05/1999;Nữ;John Đường/Quận 3/TP.HCM;worker
0001169373;02/11/2001;Nữ;Hoàng Hẻm/Quận 7/TP.HCM;student
0001169384;28/04/1999;Nam;Vũ Số/Quận Gò Vấp/TP.HCM;worker
0001169398;03/12/1996;Nam;Trần Đường/Quận 7/TP.HCM;worker
0001169420;09/08/2006;Nữ;Jane Dãy/Quận 3/TP.HCM;student
0001169431;14/09/1973;Nữ;Phạm Dãy/Quận 3/TP.HCM;worker
0001169433;28/07/2003;Nam;Trần Đường/Quận 7/TP.HCM;student
0001169441;17/01/2000;Nữ;Hoàng Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001169451;27/02/2000;Nam;John Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001169460;17/10/2001;Nam;Hoàng Số/Quận Bình Thạnh/TP.HCM;student
0001169461;29/10/1999;Nữ;John Làng/Quận 7/TP.HCM;worker
0001169476;09/08/1992;Nữ;Nguyễn Khu/Quận 7/TP.HCM;worker
0001169486;03/01/1989;Nữ;Phạm Số/Quận 3/TP.HCM;worker
0001169504;23/12/2003;Nữ;John Dãy/Quận 7/TP.HCM;student
0001169506;18/07/1993;Nam;Lê Làng/Quận 3/TP.HCM;worker
0001169514;19/05/2003;Nữ;Mai Đường/Quận Gò Vấp/TP.HCM;student
0001169516;11/11/2003;Nữ;Jane Số/Quận Gò Vấp/TP.HCM;student
0001169531;22/11/1993;Nam;Dương Tổ/Quận Bình Thạnh/TP.HCM;worker
0001169541;18/04/1988;Nữ;Phạm Khu/Quận Gò Vấp/TP.HCM;worker
0001169549;23/03/1998;Nữ;Jane Hẻm/Quận 3/TP.HCM;worker
0001169557;19/02/1999;Nữ;John Tổ/Quận Gò Vấp/TP.HCM;worker
0001169563;06/06/1991;Nữ;John Dãy/Quận Bình Thạnh/TP.HCM;worker
0001169572;15/02/1998;Nữ;Jane Làng/Quận 7/TP.HCM;worker
0001169588;30/07/1983;Nam;Trần Tổ/Quận 3/TP.HCM;worker
0001169596;03/07/1995;Nam;John Số/Quận Gò Vấp/TP.HCM;worker
0001169606;10/10/2003;Nữ;Bùi Số/Quận 3/TP.HCM;student
0001169640;02/05/1999;Nữ;John Dãy/Quận 3/TP.HCM;worker
0001169665;21/09/1993;Nam;John Ngõ/Quận 3/TP.HCM;worker
0001169683;25/03/2002;Nữ;Jane Số/Quận 7/TP.HCM;student
0001169711;30/05/1994;Nữ;John Làng/Quận Bình Thạnh/TP.HCM;worker
0001169721;19/06/1991;Nam;Hoàng Số/Quận Bình Thạnh/TP.HCM;worker
0001169726;21/10/1997;Nam;Jane Làng/Quận 7/TP.HCM;worker
0001169735;05/07/1999;Nữ;Phạm Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001169744;09/02/1998;Nam;Lê Tổ/Quận 3/TP.HCM;worker
0001169756;07/10/1990;Nam;Jane Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001169758;05/08/1999;Nữ;John Đường/Quận 1/TP.HCM;worker
0001169778;06/01/1998;Nam;Vũ Dãy/Quận Gò Vấp/TP.HCM;worker
0001169806;02/06/1997;Nữ;Vũ Dãy/Quận 7/TP.HCM;worker
0001169815;30/10/1999;Nữ;Nguyễn Dãy/Quận 3/TP.HCM;worker
0001169818;16/02/2000;Nam;Lê Số/Quận Gò Vấp/TP.HCM;worker
0001169827;14/11/1996;Nữ;John Số/Quận 1/TP.HCM;worker
0001169839;30/06/2001;Nam;Jane Hẻm/Quận 7/TP.HCM;student
0001169878;19/09/1999;Nam;John Số/Quận Bình Thạnh/TP.HCM;worker
0001169879;24/05/1997;Nữ;Dương Hẻm/Quận Gò Vấp/TP.HCM;worker
0001169890;08/12/2000;Nữ;Dương Ngõ/Quận 3/TP.HCM;worker
0001169891;14/09/1993;Nữ;Jane Đường/Quận Gò Vấp/TP.HCM;worker
0001169902;27/01/1998;Nữ;Phạm Hẻm/Quận 1/TP.HCM;worker
0001169904;10/08/1996;Nữ;John Hẻm/Quận 3/TP.HCM;worker
0001169942;12/08/1995;Nam;Hoàng Hẻm/Quận 3/TP.HCM;worker
0001169957;02/03/1999;Nữ;John Dãy/Quận 7/TP.HCM;worker
0001169969;18/03/1985;Nam;John Số/Quận 1/TP.HCM;worker
0001169975;19/09/1999;Nữ;John Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001169986;03/05/1991;Nam;John Dãy/Quận 7/TP.HCM;worker
0001169987;23/01/1998;Nữ;Lê Làng/Quận 1/TP.HCM;worker
0001169988;29/10/1997;Nữ;Phạm Làng/Quận 3/TP.HCM;worker
0001177885;01/09/1995;Nam;Dương Số/Quận Bình Thạnh/TP.HCM;worker
0001181202;05/09/1993;Nam;Jane Khu/Quận Gò Vấp/TP.HCM;worker
0001181205;28/10/1997;Nam;Mai Đường/Quận Gò Vấp/TP.HCM;worker
0001181206;21/10/1989;Nữ;Phạm Dãy/Quận Gò Vấp/TP.HCM;worker
0001181215;27/02/2002;Nữ;Vũ Đường/Quận 1/TP.HCM;student
0001181220;14/08/1997;Nữ;Bùi Hẻm/Quận Gò Vấp/TP.HCM;worker
0001181221;11/10/1999;Nữ;John Ngõ/Quận Gò Vấp/TP.HCM;worker
0001181226;08/10/1999;Nữ;John Tổ/Quận 7/TP.HCM;worker
0001181228;29/09/1988;Nữ;Trần Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001181229;14/05/1996;Nữ;Đặng Dãy/Quận Bình Thạnh/TP.HCM;worker
